date,value,data_type
06.03.2017,7.6,windspeed
07.03.2017,2.9,windspeed
08.03.2017,2.4,windspeed
09.03.2017,3.5,windspeed
10.03.2017,10.3,windspeed
11.03.2017,2.6,windspeed
12.03.2017,5.9,windspeed
13.03.2017,7.8,windspeed
14.03.2017,13.9,windspeed
15.03.2017,15.4,windspeed
16.03.2017,19.2,windspeed
17.03.2017,14.3,windspeed
18.03.2017,18.6,windspeed
19.03.2017,21.3,windspeed
20.03.2017,9.7,windspeed
21.03.2017,5.7,windspeed
22.03.2017,7.3,windspeed
23.03.2017,11.5,windspeed
24.03.2017,18.2,windspeed
25.03.2017,14.4,windspeed
26.03.2017,14.6,windspeed
27.03.2017,12.9,windspeed
28.03.2017,14.8,windspeed
29.03.2017,18.1,windspeed
30.03.2017,14.7,windspeed
31.03.2017,3.3,windspeed
01.04.2017,6.3,windspeed
02.04.2017,2.7,windspeed
03.04.2017,25.4,windspeed
04.04.2017,33.6,windspeed
05.04.2017,8.9,windspeed
06.04.2017,23.5,windspeed
07.04.2017,16.8,windspeed
08.04.2017,20.2,windspeed
09.04.2017,12.3,windspeed
10.04.2017,10.6,windspeed
11.04.2017,22.1,windspeed
12.04.2017,15.3,windspeed
13.04.2017,16.5,windspeed
14.04.2017,15.1,windspeed
15.04.2017,11.4,windspeed
