obsah,datum
"Dňa 28.02.2024 bol v MPK zverejnený návrh vyhlášky Ministerstva školstva, výskumu, vývoja a mládeže Slovenskej republiky, ktorou sa mení vyhláška Ministerstva...[Zákon/Návrh zákona, ktorým sa dopĺňa zákon č. 300/2005 Z. z. Trestný zákon v znení neskorších predpisov](/?ros_monitoring_aktuality&sprava=zakon-navrh-zakona-ktorym-sa-doplna-zakon-c-300-2005-z-z-trestny-zakon-v-zneni-neskorsich-predpisov)",04. 03. 2024
"Dňa 22.02.2024 vláda SR schválila návrh zákona, ktorým sa dopĺňa zákon č. 300/2005 Z. z. Trestný zákon v znení neskorších predpisov. Návrh zákona sa bude prerokúvať v skrátenom legislatívnom...[Nariadenie vlády SR/Návrh nariadenia vlády Slovenskej republiky, ktorým sa mení a dopĺňa nariadenie vlády o príspevku za poskytnutie ubytovania odídencovi v súvislosti so situáciou na Ukrajine](/?ros_monitoring_aktuality&sprava=nariadenie-vlady-sr-navrh-nariadenia-vlady-slovenskej-republiky-ktorym-sa-meni-a-doplna-nariadenie-vlady-o-prispevku-za-poskytnutie-ubytovania-odidencovi-v-suvislosti-so-situaciou-na-ukrajine)",04. 03. 2024
Dňa 21.02.2024 vláda SR schválila Harmonogram organizačno-technického zabezpečenia volieb do Európskeho parlamentu v roku 2024. Cieľom materiálu je stanovenie úloh pre...[Informatívny materiál/Informácia o stave implementácie európskych štrukturálnych a investičných fondov 2014 – 2020 a Programu Slovensko 2021 – 2027](/?ros_monitoring_aktuality&sprava=informativny-material-informacia-o-stave-implementacie-europskych-strukturalnych-a-investicnych-fondov-2014-2020-a-programu-slovensko-2021-2027),04. 03. 2024
Dňa 21.02.2024 vláda SR schválila Informáciu o stave implementácie európskych...[Nariadenie vlády SR/Zníženie sumy príspevku za ubytovanie odídenca](/?ros_monitoring_aktuality&sprava=nariadenie-vlady-sr-znizenie-sumy-prispevku-za-ubytovanie-odidenca),04. 03. 2024
"Dňa 21.02.2024 vláda SR schválila Návrh nariadenia vlády Slovenskej republiky, ktorým sa mení a dopĺňa nariadenie vlády Slovenskej republiky č. 218/2022 Z. z. o poskytovaní...[Ostatný materiál/Predĺženie poskytovania dočasného útočiska na území Slovenskej republiky](/?ros_monitoring_aktuality&sprava=ostatny-material-predlzenie-poskytovania-docasneho-utociska-na-uzemi-slovenskej-republiky)",04. 03. 2024
Dňa 21.02.2024 vláda SR schválila Návrh na zmenu uznesenia vlády Slovenskej republiky č. 185 zo 16. marca 2022 k návrhu na vyhlásenie poskytovania dočasného útočiska v súlade...[Ostatný materiál/Šiesta správa o implementácii Európskej charty regionálnych alebo menšinových jazykov v Slovenskej republike](/?ros_monitoring_aktuality&sprava=ostatny-material-siesta-sprava-o-implementacii-europskej-charty-regionalnych-alebo-mensinovych-jazykov-v-slovenskej-republike),04. 03. 2024
Dňa 21.02.2024 vláda SR schválila materiál: Šiesta správa o implementácii Európskej charty...[Ostatný materiál/Akčný plán pre otvorenú vedu na rok 2024 - nové znenie](/?ros_monitoring_aktuality&sprava=ostatny-material-akcny-plan-pre-otvorenu-vedu-na-rok-2024-nove-znenie),04. 03. 2024
Dňa 21.02.2024 vláda SR schválila materiál: Akčný plán pre otvorenú vedu na rok 2024 - nové znenie. Účelom Akčného plánu...[MPK/Obstarávania stavby Banská Bystrica – veliteľská budova – revitalizácia budovy](/?ros_monitoring_aktuality&sprava=mpk-obstaravania-stavby-banska-bystrica-velitelska-budova-revitalizacia-budovy),04. 03. 2024
Dňa 27.02.2024 bol v MPK zverejnený návrh na vydanie súhlasu vlády Slovenskej republiky so začatím obstarávania stavby Banská Bystrica – veliteľská budova –...[MPK/Určenie gestorských ústredných orgánov štátnej správy a niektorých orgánov verejnej moci zodpovedných za prebratie a aplikáciu smerníc](/?ros_monitoring_aktuality&sprava=mpk-urcenie-gestorskych-ustrednych-organov-statnej-spravy-a-niektorych-organov-verejnej-moci-zodpovednych-za-prebratie-a-aplikaciu-smernic),04. 03. 2024
Dňa 27.02.2024 bol v MPK zverejnený návrh opatrenia Národnej banky Slovenska o predkladaní výkazov dôchodkovou správcovskou spoločnosťou a doplnkovou dôchodkovou spoločnosťou na účely vykonávania...[PI/Elektronické hlasovanie vlastníkov bytov a nebytových priestorov](/?ros_monitoring_aktuality&sprava=pi-elektronicke-hlasovanie-vlastnikov-bytov-a-nebytovych-priestorov),04. 03. 2024
"Dňa 27.02.2024 bola zverejnená predbežná informácia k návrhu  zákona, ktorým sa mení a dopĺňa zákon Národnej rady Slovenskej republiky č. 182/1993 Z. z. o vlastníctve bytov a...[PI/Zmeny v zákone o poskytovateľoch zdravotnej starostlivosti, zdravotníckych pracovníkoch, stavovských organizáciách v zdravotníctve](/?ros_monitoring_aktuality&sprava=pi-zmeny-v-zakone-o-poskytovateloch-zdravotnej-starostlivosti-zdravotnickych-pracovnikoch-stavovskych-organizaciach-v-zdravotnictve)",04. 03. 2024
"Dňa 27.02.2024 bola zverejnená predbežná informácia k návrhu  zákona, ktorým sa mení a dopĺňa zákon č. 578/2004 Z. z. o poskytovateľoch zdravotnej starostlivosti,...[MPK/Rozšírenie dozornej právomoci Ministerstva dopravy SR v cestnej doprave](/?ros_monitoring_aktuality&sprava=mpk-rozsirenie-dozornej-pravomoci-ministerstva-dopravy-sr-v-cestnej-doprave)",04. 03. 2024
"Dňa 26.02.2024 bol v MPK zverejnený návrh zákona, ktorým sa mení a dopĺňa zákon č. 135/1961 Zb. o pozemných komunikáciách (cestný zákon) v znení neskorších predpisov. Účelom...[MPK/Predĺženie prechodného obdobia platnosti niektorých dopravných značiek](/?ros_monitoring_aktuality&sprava=mpk-predlzenie-prechodneho-obdobia-platnosti-niektorych-dopravnych-znaciek)",04. 03. 2024
"Dňa 23.02.2024 bol v MPK zverejnený návrh vyhlášky Ministerstva vnútra Slovenskej republiky, ktorou sa mení vyhláška Ministerstva vnútra Slovenskej republiky č. 30/2020 Z. z. o...[MPK/Zvýšenie náhrady za používanie cestných motorových vozidiel pri pracovných cestách](/?ros_monitoring_aktuality&sprava=mpk-zvysenie-nahrady-za-pouzivanie-cestnych-motorovych-vozidiel-pri-pracovnych-cestach)",04. 03. 2024
"Dňa 22.02.2024 bol v MPK zverejnený návrh opatrenia Ministerstva práce, sociálnych vecí a rodiny Slovenskej republiky o sumách základnej náhrady za používanie...[MPK/Právo hospodárskej súťaže vo farmaceutickom odvetví (2018 – 2022)](/?ros_monitoring_aktuality&sprava=mpk-pravo-hospodarskej-sutaze-vo-farmaceutickom-odvetvi-2018-2022)",04. 03. 2024
Dňa 23.02.2024 bol v MPK zverejnený materiál: (SPRÁVA KOMISIE RADE A EURÓPSKEMU PARLAMENTU) AKTUÁLNE INFORMÁCIE O PRESADZOVANÍ PRÁVA HOSPODÁRSKEJ SÚŤAŽE VO FARMACEUTICKOM ODVETVÍ...[MPK/Colný kódex Únie a Colný orgán Európskej únie](/?ros_monitoring_aktuality&sprava=mpk-colny-kodex-unie-a-colny-organ-europskej-unie),04. 03. 2024
"Dňa 26.02.2024 bol v MPK zverejnený návrh smernice Európskeho parlamentu a Rady, ktorou sa mení smernica Európskeho parlamentu a Rady 2011/65/EÚ, pokiaľ ide o...[MPK/Zmena účelu použitia nevyčerpaných kapitálových výdavkov z roku 2022 v kapitole MVSR](/?ros_monitoring_aktuality&sprava=mpk-zmena-ucelu-pouzitia-nevycerpanych-kapitalovych-vydavkov-z-roku-2022-v-kapitole-mvsr)",04. 03. 2024
Dňa 23.02.2024 bol v MPK zverejnený návrh na vydanie súhlasu vlády Slovenskej republiky so zmenou účelu použitia nevyčerpaných kapitálových výdavkov z roku 2022 v kapitole Ministerstva...[PI/Novela Katastrálneho zákona](/?ros_monitoring_aktuality&sprava=pi-novela-katastralneho-zakona),04. 03. 2024
"Dňa 26.02.2024 bola zverejnená predbežná informácia k návrhu zákona, ktorým sa mení a dopĺňa zákon Národnej rady Slovenskej republiky č. 162/1995 Z. z. o...[PI/Úvery zo Štátneho fondu rozvoja bývania poskytované právnickým osobám](/?ros_monitoring_aktuality&sprava=pi-uvery-zo-statneho-fondu-rozvoja-byvania-poskytovane-pravnickym-osobam)",03. 03. 2024
"Dňa 23.02.2024 bola zverejnená predbežná informácia k návrhu vyhlášky Ministerstva dopravy Slovenskej republiky, ktorou sa mení a dopĺňa vyhláška Ministerstva dopravy, výstavby a...[PI/Odstránenie legislatívnych bariér pri využívaní systémov tepelných čerpadiel](/?ros_monitoring_aktuality&sprava=pi-odstranenie-legislativnych-barier-pri-vyuzivani-systemov-tepelnych-cerpadiel)",03. 03. 2024
"Dňa 22.02.2024 bola zverejnená predbežná informácia k návrhu zákona, ktorým sa mení a dopĺňa zákon č. 364/2004 Z. z. o vodách a o zmene zákona Slovenskej národnej rady...[MPK/Smernica Rady o iniciatíve Podnikanie v Európe: rámec pre zdaňovanie príjmov (BEFIT)](/?ros_monitoring_aktuality&sprava=mpk-smernica-rady-o-iniciative-podnikanie-v-europe-ramec-pre-zdanovanie-prijmov-befit)",25. 02. 2024
Dňa 21.02.2024 bol v MPK zverejnený návrh smernice Rady o iniciatíve Podnikanie v Európe: rámec pre zdaňovanie príjmov (BEFIT).  Cieľom je zaviesť spoločný súbor pravidiel na...[MPK/Predkladanie výkazov pri dohľade nad finančným trhom](/?ros_monitoring_aktuality&sprava=mpk-predkladanie-vykazov-pri-dohlade-nad-financnym-trhom),25. 02. 2024
"Dňa 22.02.2024 bol v MPK zverejnený návrh opatrenia Národnej banky Slovenska z ... 2024, ktorým sa mení a dopĺňa opatrenie Národnej banky Slovenska z 25. septembra 2018 č. 11/2018 o predkladaní...[MPK/Zmena Programu odpadového hospodárstva Slovenskej republiky na roky 2021 – 2025](/?ros_monitoring_aktuality&sprava=mpk-zmena-programu-odpadoveho-hospodarstva-slovenskej-republiky-na-roky-2021-2025)",25. 02. 2024
"Dňa 21.02.2024 bol v MPK zverejnený návrh zákona,  ktorým sa mení a dopĺňa zákon č. 250/2012 Z. z. o regulácii v sieťových odvetviach v znení neskorších...[MPK/Zrušenie niektorých úloh vyplývajúcich z uznesení vlády Slovenskej republiky](/?ros_monitoring_aktuality&sprava=mpk-zrusenie-niektorych-uloh-vyplyvajucich-z-uzneseni-vlady-slovenskej-republiky-1)",25. 02. 2024
Dňa 22.02.2024 bol v MPK zverejnený návrh na zrušenie niektorých úloh vyplývajúcich z uznesení vlády Slovenskej republiky. Cieľom predkladaného materiálu je zrušiť...[PI/Predĺženie platnosti výnimky použitia určitých nebezpečných látok v niektorých elektrických a elektronických zariadeniach](/?ros_monitoring_aktuality&sprava=pi-predlzenie-platnosti-vynimky-pouzitia-urcitych-nebezpecnych-latok-v-niektorych-elektrickych-a-elektronickych-zariadeniach),25. 02. 2024
"Dňa 22.02.2024 bola zverejnená predbežná informácia k návrhu vyhlášky Ministerstva životného prostredia Slovenskej republiky, ktorou sa dopĺňa vyhláška Ministerstva...[PI/Zdravotnícki záchranári vo vojenskom zdravotníctve](/?ros_monitoring_aktuality&sprava=pi-zdravotnicki-zachranari-vo-vojenskom-zdravotnictve)",25. 02. 2024
"Dňa 21.02.2024 bola zverejnená predbežná informácia k návrhu vyhlášky Ministerstva zdravotníctva Slovenskej republiky z ... 2024, ktorou sa mení a dopĺňa vyhláška Ministerstva...[PI/Začiatok školského roka](/?ros_monitoring_aktuality&sprava=pi-zaciatok-skolskeho-roka)",25. 02. 2024
"Dňa 16.02.2024 bola zverejnená predbežná informácia k návrhu vyhlášky Ministerstva školstva, výskumu, vývoja a mládeže Slovenskej republiky, ktorou sa mení vyhláška...[Zákon/Návrh zákona o mimoriadnych opatreniach pre strategické investície a pre výstavbu transeurópskej dopravnej siete a o zmene a doplnení niektorých zákonov](/?ros_monitoring_aktuality&sprava=zakon-navrh-zakona-o-mimoriadnych-opatreniach-pre-strategicke-investicie-a-pre-vystavbu-transeuropskej-dopravnej-siete-a-o-zmene-a-doplneni-niektorych-zakonov)",25. 02. 2024
Dňa 14.02.2024 vláda SR schválila s pripomienkami návrh zákona o mimoriadnych opatreniach pre strategické investície a pre výstavbu transeurópskej dopravnej siete a o zmene a doplnení...[Ostatný materiál/Návrh k problematike udeľovania národných víz vybraným skupinám štátnych príslušníkov tretích krajín](/?ros_monitoring_aktuality&sprava=ostatny-material-navrh-k-problematike-udelovania-narodnych-viz-vybranym-skupinam-statnych-prislusnikov-tretich-krajin),25. 02. 2024
"Dňa 14.02.2024 vláda SR schválila Návrh na zrušenie a zmenu niektorých úloh vyplývajúcich z uznesení vlády Slovenskej republiky. Cieľom predkladaného materiálu je zrušiť úlohy z...[MPK/Predĺženie pravidelnej technickej kontroly pre motocykle, trojkolky a štvorkolky](/?ros_monitoring_aktuality&sprava=mpk-predlzenie-pravidelnej-technickej-kontroly-pre-motocykle-trojkolky-a-stvorkolky)",25. 02. 2024
"Dňa 19.02.2024 bol v MPK zverejnený návrh vyhlášky Ministerstva dopravy Slovenskej republiky, ktorou sa mení a dopĺňa vyhláška Ministerstva dopravy a výstavby Slovenskej republiky č...[PI/Zníženie finančnej záťaže obchodníkov s drahými kovmi](/?ros_monitoring_aktuality&sprava=pi-znizenie-financnej-zataze-obchodnikov-s-drahymi-kovmi)",25. 02. 2024
"Dňa 20.02.2024 bola zverejnená predbežná informácia k návrhu vyhlášky, ktorou sa mení vyhláška Ministerstva hospodárstva Slovenskej republiky č. 119/2013 Z. z., ktorou sa vykonávajú...[PI/Digitálne riziká, ktorým sú vystavené všetky finančné subjekty](/?ros_monitoring_aktuality&sprava=pi-digitalne-rizika-ktorym-su-vystavene-vsetky-financne-subjekty)",25. 02. 2024
"Dňa 21.02.2024 bola zverejnená predbežná informácia k návrhu zákona, ktorým sa mení a dopĺňa zákon č. 747/2004 Z. z. o dohľade nad finančným trhom a o zmene a doplnení niektorých zákonov v znení...[MPK/Systemizácia štátnozamestnaneckých miest](/?ros_monitoring_aktuality&sprava=mpk-systemizacia-statnozamestnaneckych-miest)",25. 02. 2024
"Dňa 16.02.2024 bol v MPK zverejnený návrh vyhlášky Úradu vlády Slovenskej republiky, ktorou sa ustanovujú podrobnosti o systemizácii štátnozamestnaneckých miest. Cieľom je zakomponovanie...[MPK/Výberové konania](/?ros_monitoring_aktuality&sprava=mpk-vyberove-konania)",25. 02. 2024
"Dňa 16.02.2024 bol v MPK zverejnený návrh vyhlášky Úradu vlády Slovenskej republiky, ktorou sa mení a dopĺňa vyhláška Úradu vlády Slovenskej republiky č. 127/2017 Z. z., ktorou sa...[MPK/Investície a koncesie](/?ros_monitoring_aktuality&sprava=mpk-investicie-a-koncesie)",18. 02. 2024
"Dňa 15.02.2024 bol v MPK zverejnený návrh nariadenia vlády Slovenskej republiky, ktorým sa ustanovujú hodnota investície a koncesie a základné náležitosti štúdie uskutočniteľnosti...[MPK/Zabezpečenie medzinárodnej poštovej služby](/?ros_monitoring_aktuality&sprava=mpk-zabezpecenie-medzinarodnej-postovej-sluzby)",18. 02. 2024
"Dňa 14.02.2024 bol v MPK zverejnený návrh vyhlášky Ministerstva dopravy Slovenskej republiky, ktorou sa vykonávajú niektoré ustanovenia zákona č. 332/2023 Z. z. o verejnej osobnej...[MPK/Formuláre určené pre žiadateľov o poskytnutie regionálnej a mimoriadnej investičnej pomoci](/?ros_monitoring_aktuality&sprava=mpk-formulare-urcene-pre-ziadatelov-o-poskytnutie-regionalnej-a-mimoriadnej-investicnej-pomoci)",18. 02. 2024
"Dňa 14.02.2024 bol v MPK zverejnený návrh vyhlášky Ministerstva hospodárstva Slovenskej republiky, ktorou sa mení a dopĺňa vyhláška Ministerstva hospodárstva Slovenskej...[MPK/Aktualizácia Koncepcie vodnej politiky Slovenskej republiky do roku 2030 s výhľadom do roku 2050](/?ros_monitoring_aktuality&sprava=mpk-aktualizacia-koncepcie-vodnej-politiky-slovenskej-republiky-do-roku-2030-s-vyhladom-do-roku-2050)",18. 02. 2024
Dňa 14.02.2024 bola v MPK zverejnená Aktualizácia Koncepcie vodnej politiky Slovenskej republiky do roku 2030 s výhľadom do roku 2050. Cieľom Koncepcie vodnej...[PI/Výška náhrady za bolesť a náhrady za sťaženie spoločenského uplatnenia na rok 2024](/?ros_monitoring_aktuality&sprava=pi-vyska-nahrady-za-bolest-a-nahrady-za-stazenie-spolocenskeho-uplatnenia-na-rok-2024),18. 02. 2024
Dňa 13.02.2024 bola zverejnená predbežná informácia k návrhu opatrenia Ministerstva zdravotníctva Slovenskej republiky o ustanovení výšky náhrady za bolesť a výšky náhrady za sťaženie...[MPK/Odstránenie rozporov vo vyhláške Ministerstva dopravy SR 1](/?ros_monitoring_aktuality&sprava=mpk-odstranenie-rozporov-vo-vyhlaske-ministerstva-dopravy-sr-1),18. 02. 2024
"Dňa 14.02.2024 bol v MPK zverejnený návrh vyhlášky Ministerstva dopravy Slovenskej republiky, ktorou sa mení vyhláška Ministerstva dopravy, výstavby a regionálneho rozvoja Slovenskej...[MPK/Odstránenie rozporov vo vyhláške Ministerstva dopravy SR 2](/?ros_monitoring_aktuality&sprava=mpk-odstranenie-rozporov-vo-vyhlaske-ministerstva-dopravy-sr-2)",18. 02. 2024
"Dňa 14.02.2024 bol v MPK zverejnený návrh vyhlášky Ministerstva dopravy Slovenskej republiky, ktorou sa mení a dopĺňa vyhláška Ministerstva dopravy, pôšt a telekomunikácií Slovenskej...[MPK/Odstránenie rozporov vo vyhláške Ministerstva dopravy SR 3](/?ros_monitoring_aktuality&sprava=mpk-odstranenie-rozporov-vo-vyhlaske-ministerstva-dopravy-sr-3)",18. 02. 2024
"Dňa 14.02.2024 bol v MPK zverejnený návrh vyhlášky Ministerstva dopravy Slovenskej republiky, ktorou sa mení vyhláška Ministerstva dopravy, pôšt a telekomunikácií Slovenskej republiky...[MPK/Odstránenie rozporov vo vyhláške Ministerstva dopravy SR 4](/?ros_monitoring_aktuality&sprava=mpk-odstranenie-rozporov-vo-vyhlaske-ministerstva-dopravy-sr-4)",18. 02. 2024
"Dňa 15.02.2024 bol v MPK zverejnený návrh zákona, ktorým sa mení a dopĺňa zákon č. 135/1961 Zb. o pozemných komunikáciách (cestný zákon) v znení neskorších predpisov. Účelom...[Nariadenie vlády SR/Pracovná odmena odsúdených](/?ros_monitoring_aktuality&sprava=nariadenie-vlady-sr-pracovna-odmena-odsudenych)",18. 02. 2024
"Dňa 06.02.2024 vláda SR schválila Návrh nariadenia vlády Slovenskej republiky, ktorým sa mení a dopĺňa nariadenie vlády Slovenskej republiky č. 7/2023 Z. z. o...[MPK/Rastliny získané cielenými novými gnómovými technikami](/?ros_monitoring_aktuality&sprava=mpk-rastliny-ziskane-cielenymi-novymi-gnomovymi-technikami)",18. 02. 2024
Dňa 13.02.2024 bol v MPK zverejnený návrh nariadenia Európskeho parlamentu a Rady o rastlinách získaných určitými novými...[MPK/Revidovaný štatistický číselník ústredných orgánov štátnej správy](/?ros_monitoring_aktuality&sprava=mpk-revidovany-statisticky-ciselnik-ustrednych-organov-statnej-spravy),18. 02. 2024
"Dňa 12.02.2024 bol v MPK zverejnený návrh vyhlášky Štatistického úradu Slovenskej republiky, ktorou sa vydáva štatistický číselník ústredných orgánov štátnej správy....[MPK/Mimoriadna investičná pomoc](/?ros_monitoring_aktuality&sprava=mpk-mimoriadna-investicna-pomoc)",18. 02. 2024
"Dňa 12.02.2024 bol v MPK zverejnený návrh nariadenia vlády Slovenskej republiky ktorým sa mení a dopĺňa nariadenie vlády Slovenskej republiky č. 195/2018 Z. z., ktorým...[MPK/Harmonogram organizačno-technického zabezpečenia volieb do Európskeho parlamentu v roku 2024](/?ros_monitoring_aktuality&sprava=mpk-harmonogram-organizacno-technickeho-zabezpecenia-volieb-do-europskeho-parlamentu-v-roku-2024)",18. 02. 2024
